Column,gi,N_Accesion,Title,Gene,Serotype,Genotype,Size_sequence,Country,Localization,Year,Month,Comments
1157,992321381,KT453227,Dengue_virus_1_isolate_FS_D14029_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guicheng,2014,Aug,China_Guicheng_Nanhai_Foshan_Guangdong_C6_36_cells_23_Aug_2014
1158,992321379,KT453226,Dengue_virus_1_isolate_FS_D14047_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Xingtan,2014,Oct,China_Xingtan_Shunde_Foshan_Guangdong_C6_36_cells_14_Oct_2014
1159,992321377,KT453225,Dengue_virus_1_isolate_FS_D14024_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Lecong,2014,Sep,China_Lecong_Shunde_Foshan_Guangdong_C6_36_cells_13_Sep_2014
1160,992321375,KT453224,Dengue_virus_1_isolate_FS_D14017_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Chencun Foshan,2014,Sep,China_ChencunShunde_Foshan_Guangdong_C6_36_cells_05_Sep_2014
1161,995891211,LC027875,Dengue_virus_2_E_gene_for_envelope_protein_partial_cds_strain:_D2_SBY43_12,E,DENV_2,NA,1485,Indonesia,NA,2012,NA,Indonesia_2012
1162,987894973,KU232287,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,I,260,Brazil,NA,2015,May,type_1_Brazil_25_May_2015
1163,12084822,NC_002640,Dengue_virus_4_complete_genome,Complete_Genome,DENV_4,NA,10649,NA,NA,NA,NA,rDEN4
1164,987894971,KU232286,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,I,256,Brazil,NA,2015,May,type_1_Brazil_25_May_2015
1165,985480708,LC069810,Dengue_virus_4_genomic_RNA_complete_genome_strain:_D4_Hu_India_NIID48_2009,Complete_Genome,DENV_4,NA,10623,Japan,NA,2015,NA,Japan_2015
1166,984294154,KT428615,Dengue_virus_1_isolate_DENV_1_GZ_ZW_79_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_16_Oct_2014
1167,984294152,KT428614,Dengue_virus_1_isolate_DENV_1_GZ_ZW_95_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_17_Oct_2014
1168,984294150,KT428613,Dengue_virus_1_isolate_DENV_1_GZ_ZW_87_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_17_Oct_2014
1169,984294148,KT428612,Dengue_virus_1_isolate_DENV_1_GZ_ZW_71_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_15_Oct_2014
1170,984294146,KT428611,Dengue_virus_1_isolate_DENV_1_GZ_ZW_17_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_26_Oct_2014
1171,984294144,KT428610,Dengue_virus_1_isolate_DENV_1_GZ_ZW_3_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_26_Oct_2014
1172,984294142,KT428609,Dengue_virus_1_isolate_DENV_1_GZ_ZW_92_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_16_Oct_2014
1173,984294140,KT428608,Dengue_virus_1_isolate_DENV_1_GZ_ZW_78_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_16_Oct_2014
1174,984294138,KT428607,Dengue_virus_1_isolate_DENV_1_GZ_ZW_75_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_15_Oct_2014
1175,984294136,KT428606,Dengue_virus_1_isolate_DENV_1_GZ_ZW_61_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_13_Oct_2014
1176,984294134,KT428605,Dengue_virus_1_isolate_DENV_1_GZ_ZW_43_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_11_Oct_2014
1177,984658909,LC121816,Dengue_virus_2_genomic_RNA_complete_sequence_strain:_D2_Hu_NIID01_2016,Complete_Genome,DENV_2,NA,10685,Yibuti,NA,2016,NA,serum_of_patient_2016_01_Suspected_country_Djibouti_or_Ethiopia.
1178,886848501,LC064748,Dengue_virus_4_gene_for_polyprotein_partial_cds_strain:_D4_Hu_NIID81_2014,E_NS1,DENV_4,NA,2541,Malaysia,NA,2014,NA,Malaysia_Patient_serum_2014
1179,886848496,LC064747,Dengue_virus_3_gene_for_polyprotein_partial_cds_strain:_D3_Hu_NIID17_2015,E_NS1,DENV_3,NA,2535,Indonesia,NA,2015,NA,Indonesia_Patient_serum_2015
1180,886848481,LC064746,Dengue_virus_2_gene_for_polyprotein_partial_cds_strain:_D2_Hu_NIID24_2015,E_NS1,DENV_2,NA,2541,Indonesia,NA,2015,NA,Indonesia_Patient_serum_2015
1181,973529972,KU166908,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,652,India,NA,2014,NA,India_serum_2014
1182,973529970,KU166907,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,652,India,NA,2013,NA,India_serum_2013
1183,973529968,KU166906,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,652,India,NA,2013,NA,India_serum_2013
1184,973529966,KU166905,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,652,India,NA,2013,NA,India_serum_2013
1185,973529964,KU166904,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,652,India,NA,2013,NA,India_serum_2013
1186,973529962,KU166903,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,652,India,NA,2013,NA,India_serum_2013
1187,973529960,KU166902,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,652,India,NA,2013,NA,India_serum_2013
1188,973529958,KU166901,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,652,India,NA,2013,NA,India_serum_2013
1189,973529956,KU166900,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,652,India,NA,2013,NA,India_serum_2013
1190,973529954,KU166899,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,652,India,NA,2013,NA,India_serum_2013
1191,973529952,KU166898,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,652,India,NA,2013,NA,India_serum_2013
1192,973529950,KU166897,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1026,India,NA,2014,NA,India_serum_2014
1193,973529948,KU166896,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1026,India,NA,2013,NA,India_serum_2013
1194,973529946,KU166895,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1026,India,NA,2013,NA,India_serum_2013
1195,973529944,KU166894,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1026,India,NA,2013,NA,India_serum_2013
1196,973529942,KU166893,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1026,India,NA,2013,NA,India_serum_2013
1197,973529940,KU166892,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1026,India,NA,2013,NA,India_serum_2013
1198,973529938,KU166891,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1026,India,NA,2013,NA,India_serum_2013
1199,973529936,KU166890,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1026,India,NA,2013,NA,India_serum_2013
1200,973529934,KU166889,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1026,India,NA,2013,NA,India_serum_2013
1201,973529932,KU166888,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1026,India,NA,2013,NA,India_serum_2013
1202,973529930,KU166887,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1026,India,NA,2013,NA,India_serum_2013
1203,974743864,KT382305,Dengue_virus_1_isolate_DENV_1_GZ_ZW_18_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Sep,China_Guangzhou_26_Sep_2014
1204,974743862,KT382304,Dengue_virus_1_isolate_DENV_1_GZ_ZW_76_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_15_Oct_2014
1205,974743860,KT382303,Dengue_virus_1_isolate_DENV_1_GZ_ZW_114_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_22_Oct_2014
1206,974743858,KT382302,Dengue_virus_1_isolate_DENV_1_GZ_ZW_19_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_08_Oct_2014
1207,974743856,KT382301,Dengue_virus_1_isolate_DENV_1_GZ_ZW_28_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_10_Oct_2014
1208,974743854,KT382300,Dengue_virus_1_isolate_DENV_1_GZ_ZW_32_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_11_Oct_2014
1209,974743852,KT382299,Dengue_virus_1_isolate_DENV_1_GZ_ZW_46_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_11_Oct_2014
1210,974743850,KT382298,Dengue_virus_1_isolate_DENV_1_GZ_ZW_54_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_13_Oct_2014
1211,974743848,KT382297,Dengue_virus_1_isolate_DENV_1_GZ_ZW_55_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_13_Oct_2014
1212,974743846,KT382296,Dengue_virus_1_isolate_DENV_1_GZ_ZW_62_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_13_Oct_2014
1213,974743844,KT382295,Dengue_virus_1_isolate_DENV_1_GZ_ZW_93_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,Guangzhou,2014,Oct,China_Guangzhou_17_Oct_2014
1214,974700736,LC111438,Dengue_virus_2_genomic_RNA_nearly_complete_genome_strain:_D2_Hu_OPD030NIID_2005,Complete_Genome,DENV_2,NA,10678,Timor,NA,NA,NA,East_Timor
1215,973529733,KT717990,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2014,NA,India_serum_2014
1216,973529731,KT717989,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2014,NA,India_serum_2014
1217,973529729,KT717988,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2014,NA,India_serum_2014
1218,973529727,KT717987,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2014,NA,India_serum_2014
1219,973529725,KT717986,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2014,NA,India_serum_2014
1220,973529723,KT717985,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2014,NA,India_serum_2014
1221,973529721,KT717984,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2014,NA,India_serum_2014
1222,973529719,KT717983,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1223,973529717,KT717982,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1224,973529715,KT717981,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1225,973529713,KT717980,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1226,973529711,KT717979,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1227,973529709,KT717978,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1228,973529707,KT717977,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1229,973529705,KT717976,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1230,973529703,KT717975,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1231,973529701,KT717974,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1232,973529699,KT717973,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1233,973529697,KT717972,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1234,973529695,KT717971,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1235,973529693,KT717970,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1236,973529691,KT717969,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1237,973529689,KT717968,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,849,India,NA,2013,NA,India_serum_2013
1238,973529644,KR706557,Dengue_virus_2_isolate_DENV2_IND_12_SCB2_E_protein_gene_partial_cds,E,DENV_2,NA,289,India,Bahadurgarh,2012,Nov,India_Bahadurgarh_Haryana_09_Nov_2012
1239,973529642,KR706556,Dengue_virus_2_isolate_DENV2_IND_12_WD13_E_protein_gene_partial_cds,E,DENV_2,NA,289,India,West Delhi,2012,Oct,India_West_Delhi_08_Oct_2012
1240,973529640,KR706555,Dengue_virus_2_isolate_DENV2_IND_12_SCSD12_E_protein_gene_partial_cds,E,DENV_2,NA,289,India,Delhi,2012,Sep,India_South_Delhi_10_Sep_2012
1241,972266780,KT819304,Dengue_virus_1_strain_Guangzhou14_55_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,NA,2014,NA,China_serum_2014
1242,972266778,KT819303,Dengue_virus_1_strain_Guangzhou14_36_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,NA,2014,NA,China_serum_2014
1243,937424486,KR527215,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,Dec,Taiwan_Dec_2014
1244,937424484,KR527214,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,Dec,Taiwan_Dec_2014
1245,937424482,KR527213,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,Dec,Taiwan_Dec_2014
1246,937424480,KR527212,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,Dec,Taiwan_Dec_2014
1247,937424478,KR527211,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,Dec,Taiwan_Dec_2014
1248,937424476,KR527210,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,Dec,Taiwan_Dec_2014
1249,937424474,KR527209,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,Dec,Taiwan_Dec_2014
1250,937424472,KR527208,Dengue_virus_isolate_1_D1_Del_2013_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,Dec,Taiwan_Dec_2014
1251,928505912,KR136303,Dengue_virus_1_isolate_TW_KMUH_025_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1252,928505910,KR136302,Dengue_virus_1_isolate_TW_KMUH_024_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1253,928505908,KR136301,Dengue_virus_1_isolate_TW_KMUH_023_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1254,928505906,KR136300,Dengue_virus_1_isolate_TW_KMUH_022_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1255,928505904,KR136299,Dengue_virus_1_isolate_TW_KMUH_021_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1256,928505902,KR136298,Dengue_virus_1_isolate_TW_KMUH_020_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1257,928505900,KR136297,Dengue_virus_1_isolate_TW_KMUH_019_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1258,928505898,KR136296,Dengue_virus_1_isolate_TW_KMUH_018_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1259,928505896,KR136295,Dengue_virus_1_isolate_TW_KMUH_017_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1260,928505894,KR136294,Dengue_virus_1_isolate_TW_KMUH_014_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1261,928505892,KR136293,Dengue_virus_1_isolate_TW_KMUH_016_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1262,928505890,KR136292,Dengue_virus_1_isolate_TW_KMUH_015_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1263,928505888,KR136291,Dengue_virus_1_isolate_TW_KMUH_013_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1264,928505886,KR136290,Dengue_virus_1_isolate_TW_KMUH_012_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1265,928505884,KR136289,Dengue_virus_1_isolate_TW_KMUH_011_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1266,928505882,KR136288,Dengue_virus_1_isolate_TW_KMUH_010_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1267,928505880,KR136287,Dengue_virus_1_isolate_TW_KMUH_009_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1268,928505878,KR136286,Dengue_virus_1_isolate_TW_KMUH_008_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1269,928505876,KR136285,Dengue_virus_1_isolate_TW_KMUH_007_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1270,928505874,KR136284,Dengue_virus_1_isolate_TW_KMUH_006_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1271,928505872,KR136283,Dengue_virus_1_isolate_TW_KMUH_005_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1272,928505870,KR136282,Dengue_virus_1_isolate_TW_KMUH_002_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1273,928505868,KR136281,Dengue_virus_1_isolate_TW_KMUH_004_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1274,928505866,KR136280,Dengue_virus_1_isolate_TW_KMUH_003_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1275,928505864,KR136279,Dengue_virus_1_isolate_TW_KMUH_001_2014_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,Taiwan,NA,2014,NA,Taiwan_2014
1276,972805256,LG000941,KR_1020150021493_A_24:_MODIFIED_OLIGONUCLEOTIDES_COMPRISING_THIOL_FUNCTIONS_AND_THE_USE_OF_SAME_FOR_THE_DETECTION_OF_NUCLEIC_ACIDS,NA,DENV_1,NA,215,NA,NA,NA,NA,
1277,972805254,LG000940,KR_1020150021493_A_23:_MODIFIED_OLIGONUCLEOTIDES_COMPRISING_THIOL_FUNCTIONS_AND_THE_USE_OF_SAME_FOR_THE_DETECTION_OF_NUCLEIC_ACIDS,NA,DENV_1,NA,263,NA,NA,NA,NA,
1278,972771947,LG018111,KR_1020150016941_A_6:_MULTIPLEX_IMMUNO_SCREENING_ASSAY,NA,DENV_4,NA,401,NA,NA,NA,NA,
1279,972771945,LG018110,KR_1020150016941_A_5:_MULTIPLEX_IMMUNO_SCREENING_ASSAY,NA,DENV_3,NA,401,NA,NA,NA,NA,
1280,972771944,LG018109,KR_1020150016941_A_4:_MULTIPLEX_IMMUNO_SCREENING_ASSAY,NA,DENV_2,NA,404,NA,NA,NA,NA,
1281,972771942,LG018108,KR_1020150016941_A_3:_MULTIPLEX_IMMUNO_SCREENING_ASSAY,NA,DENV_1,NA,404,NA,NA,NA,NA,
1282,788265815,KP185304,Dengue_virus_1_strain_Guangzhou14_02_nonstructural_protein_1_gene_partial_cds,NS1,DENV_1,NA,1056,China,NA,2014,NA,China_serum_2014
1283,788265813,KP185303,Dengue_virus_1_strain_Guangzhou14_02_envelope_protein_gene_partial_cds,E,DENV_1,NA,1485,China,NA,2014,NA,China_serum_2014
1284,741826894,KJ470765,Dengue_virus_4_strain_D4_RL196_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_4,NA,1485,Myanmar,NA,2013,Oct,Myanmar_plasma_Oct_2013
1285,741826750,KJ470764,Dengue_virus_4_strain_D4_RL169_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_4,NA,1485,Myanmar,NA,2013,Oct,Myanmar_plasma_Oct_2013
1286,741826034,KJ470763,Dengue_virus_2_strain_D2_RL233_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,Myanmar,NA,2013,Nov,Myanmar_plasma_Nov_2013
1287,741826032,KJ470762,Dengue_virus_2_strain_D2_RL231_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,Myanmar,NA,2013,Nov,Myanmar_plasma_Nov_2013
1288,741826030,KJ470761,Dengue_virus_2_strain_D2_RL230_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,Myanmar,NA,2013,Nov,Myanmar_plasma_Nov_2013
1289,741826028,KJ470760,Dengue_virus_2_strain_D2_RL189_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,Myanmar,NA,2013,Oct,Myanmar_plasma_Oct_2013
1290,741826026,KJ470759,Dengue_virus_2_strain_D2_RL199_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,Myanmar,NA,2013,Oct,Myanmar_plasma_Oct_2013
1291,741826024,KJ470758,Dengue_virus_2_strain_D2_RL149_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,Myanmar,NA,2013,Oct,Myanmar_plasma_Oct_2013
1292,741826022,KJ470757,Dengue_virus_2_strain_D2_RL143_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,Myanmar,NA,2013,Oct,Myanmar_plasma_Oct_2013
1293,741826020,KJ470756,Dengue_virus_2_strain_D2_RL103_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,Myanmar,NA,2013,Sep,Myanmar_plasma_Sep_2013
1294,741826018,KJ470755,Dengue_virus_2_strain_D2_RL41_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,Myanmar,NA,2013,Sep,Myanmar_plasma_Sep_2013
1295,741826016,KJ470754,Dengue_virus_2_strain_D2_RL28_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,Myanmar,NA,2013,Sep,Myanmar_plasma_Sep_2013
1296,741826014,KJ470753,Dengue_virus_2_strain_D2_RL27_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,Myanmar,NA,2013,Sep,Myanmar_plasma_Sep_2013
1297,741826012,KJ470752,Dengue_virus_2_strain_D2_RL26_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,Myanmar,NA,2013,Sep,Myanmar_plasma_Sep_2013
1298,741826010,KJ470751,Dengue_virus_2_strain_D2_RL10_Myanmar_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,Myanmar,NA,2013,Sep,Myanmar_plasma_Sep_2013
1299,741826008,KJ470750,Dengue_virus_2_strain_D2_RL236_China_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,China,NA,2013,Nov,China_plasma_Nov_2013
1300,741826006,KJ470749,Dengue_virus_2_strain_D2_RL56_China_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,China,NA,2013,Sep,China_plasma_Sep_2013
1301,741826004,KJ470748,Dengue_virus_2_strain_D2_RL54_China_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,China,NA,2013,Sep,China_plasma_Sep_2013
1302,741826002,KJ470747,Dengue_virus_2_strain_D2_RL47_China_2013_envelope_protein_gene_partial_cds,E,DENV_2,NA,1485,China,NA,2013,Sep,China_plasma_Sep_2013
