Column,gi,N_Accesion,Title,Gene,Serotype,Genotype,Size_sequence,Country,Localization,Year,Month,Comments
5592,428625151,JQ922559,"Dengue virus 4 isolate DENV-4/IND/793679/1979, complete genome",Complete Genome,Dengue virus 4,NA,10616,India,NA,1979,NA,India|1979
5593,428625149,JQ922558,"Dengue virus 4 isolate DENV-4/IND/624000/1962, complete genome",Complete Genome,Dengue virus 4,NA,10626,India,Vellore,1962,NA,"India: Vellore, Tamil Nadu|1962"
5594,428625097,JQ922557,"Dengue virus 3 isolate DENV-3/IND/59826/2005, complete genome",Complete Genome,Dengue virus 3,NA,10657,India,Kolkata,2005,NA,"India: Kolkata, West Bengol|2005"
5595,428625095,JQ922556,"Dengue virus 3 isolate DENV-3/IND/58760/2005, complete genome",Complete Genome,Dengue virus 3,NA,10652,India,Pune,2005,NA,"India: Pune, Maharashtra|2005"
5596,428625093,JQ922555,"Dengue virus 3 isolate DENV-3/IND/664481/1966, complete genome",Complete Genome,Dengue virus 3,NA,10663,India,Vellore,1966,NA,"India: Vellore, Tamil Nadu|1966"
5597,428625091,JQ922554,"Dengue virus 3 isolate DENV-3/USA/633798/1963, complete genome",Complete Genome,Dengue virus 3,NA,10654,NA,NA,1963,NA,USA|1963
5598,428625068,JQ922553,"Dengue virus 2 isolate DENV-2/IND/803347/1980, complete genome",Complete Genome,Dengue virus 2,NA,10591,India,Kolkata,1980,NA,"India: Kolkata, West Bengol|1980"
5599,428625066,JQ922552,"Dengue virus 2 isolate DENV-2/IND/P23085/1960, complete genome",Complete Genome,Dengue virus 2,NA,10675,India,Vellore,1960,NA,"India: Vellore, Tamil Nadu|1960"
5600,428625064,JQ922551,"Dengue virus 2 isolate DENV-2/IND/053598/2005, complete genome",Complete Genome,Dengue virus 2,NA,10639,India,Pune,2005,NA,"India: Pune, Maharashtra|2005"
5601,428625062,JQ922550,"Dengue virus 2 isolate DENV-2/IND/715394/1971, complete genome",Complete Genome,Dengue virus 2,NA,10619,India,Jaipur,1971,NA,"India: Jaipur, Rajasthan|1971"
5602,428625060,JQ922549,"Dengue virus 2 isolate DENV-2/IND/969201/1996, complete genome",Complete Genome,Dengue virus 2,NA,10648,India,Dhule,1996,NA,"India: Dhule, Maharashtra|1996"
5603,428624553,JQ922548,"Dengue virus 1 isolate DENV-1/IND/55290/2005, complete genome",Complete Genome,Dengue virus 1,NA,10699,India,Pune,2005,NA,"India: Pune, Maharashtra|2005"
5604,428624551,JQ922547,"Dengue virus 1 isolate DENV-1/THAI/606147/1960, complete genome",Complete Genome,Dengue virus 1,NA,10395,Thailand,NA,1960,NA,Thailand|1960
5605,428624549,JQ922546,"Dengue virus 1 isolate DENV-1/IND/715393/1971, complete genome",Complete Genome,Dengue virus 1,NA,10663,India,Jaipur,1971,NA,"India: Jaipur, Rajasthan|1971"
5606,428624547,JQ922545,"Dengue virus 1 isolate DENV-1/IND/826883/1982, complete genome",Complete Genome,Dengue virus 1,I,10625,India,Delhi,1982,NA,India: Delhi|1982
5607,428624545,JQ922544,"Dengue virus 1 isolate DENV-1/IND/631288/1963, complete genome",Complete Genome,Dengue virus 1,NA,10698,India,Vellore,1963,NA,"India: Vellore, Tamil Nadu|1963"
5760,318085584,HQ026763,"Dengue virus 2 strain BR0690/RJ/2008 polyprotein gene, complete cds",Complete Genome,Dengue virus 2,NA,10176,Brazil,NA,2008,NA,Brazil|cell supernatant|2008
5761,460222596,KC425219,"Dengue virus 3 strain 95016/BR-PE/02, complete genome",Complete Genome,Dengue virus 3,NA,10707,Brazil,NA,2002,NA,pSVJS01|Brazil|2002
5791,442577994,KC261634,"Dengue virus 3 strain GZ/10476/2012 polyprotein gene, complete cds",Complete Genome,Dengue virus 3,NA,10630,China,NA,2012,NA,China|serum|2012
6020,451936067,KC131142,"Dengue virus 2 isolate ZH413-2, complete genome",Complete Genome,Dengue virus 2,NA,10673,China,Guangdong,2012,Sep,China: Guangdong|patient serum|Sep-2012
6346,315274180,HM469968,"Dengue virus 1 isolate SV2951/07, complete genome",Complete Genome,Dengue virus 1,NA,10735,Thailand,Ratchaburi,2007,Jul,Thailand: Ratchaburi|24-Jul-2007
6347,315274178,HM469967,"Dengue virus 1 isolate 30597/07, complete genome",Complete Genome,Dengue virus 1,NA,10735,Thailand,Kamphaeng Phet,2007,Aug,Thailand: Kamphaeng Phet|19-Aug-2007
6348,315274176,HM469966,"Dengue virus 1 isolate 01096/07, complete genome",Complete Genome,Dengue virus 1,NA,10735,Thailand,Bangkok,2007,Jul,Thailand: Bangkok|27-Jul-2007
6349,209976573,FJ390389,"Dengue virus 2 New Guinea C derivative strain, complete genome",Complete Genome,Dengue virus 2,NA,10632,Papua New Guinea,NA,1944,NA,Papua New Guinea|cell supernatant|1944|passage history: VERO 5; cohort population: New Guinea
6352,418716005,JQ513345,"Dengue virus 4 strain H781363, complete genome",Complete Genome,Dengue virus 4,I,10604,Brazil,Bahia-BA,2011,Mar,I|Brazil: Bahia-BA|12.97 S 38.51 W|18-Mar-2011
6353,418716003,JQ513344,"Dengue virus 4 strain H780571, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Manaus,2011,Jan,II|Brazil: Manaus-AM|3.11 S 60.03 W|13-Jan-2011
6354,418716001,JQ513343,"Dengue virus 4 strain H780563, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Manaus,2011,Jan,II|Brazil: Manaus-AM|3.11 S 60.03 W|29-Jan-2011
6355,418715883,JQ513342,"Dengue virus 4 strain H780556, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Manaus,2011,Jan,II|Brazil: Manaus-AM|3.11 S 60.03 W|29-Jan-2011
6356,418715881,JQ513341,"Dengue virus 4 strain H780120, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Boa Vista,2010,Nov,II|Brazil: Boa Vista-RR|2.82 N 60.67 W|21-Nov-2010
6357,418715876,JQ513340,"Dengue virus 4 strain H780090, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Boa Vista,2010,Nov,II|Brazil: Boa Vista-RR|2.82 N 60.67 W|29-Nov-2010
6358,418715874,JQ513339,"Dengue virus 4 strain H779652, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Manaus,2011,Jan,II|Brazil: Manaus-AM|3.11 S 60.03 W|24-Jan-2011
6359,418715872,JQ513338,"Dengue virus 4 strain H779228, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Manaus,2011,Jan,II|Brazil: Manaus-AM|3.11 S 60.03 W|14-Jan-2011
6360,418715835,JQ513337,"Dengue virus 4 strain H778887, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Belem-PA,2011,Jan,II|Brazil: Belem-PA|1.46 S 48.50 W|20-Jan-2011
6361,418715833,JQ513336,"Dengue virus 4 strain H778504, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Belem-PA,2011,Jan,II|Brazil: Belem-PA|1.46 S 48.50 W|11-Jan-2011
6362,418715827,JQ513335,"Dengue virus 4 strain H778494, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Belem-PA,2011,Jan,II|Brazil: Belem-PA|1.46 S 48.50 W|12-Jan-2011
6363,418715825,JQ513334,"Dengue virus 4 strain H775222, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Santarem,2010,Nov,II|Brazil: Santarem-PA|2.44 S 54.70 W|10-Nov-2010
6364,418715823,JQ513333,"Dengue virus 4 strain H774846, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Boa Vista,2010,Aug,II|Brazil: Boa Vista-RR|2.82 N 60.67 W|24-Aug-2010
6365,418715768,JQ513332,"Dengue virus 4 strain H773583, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Boa Vista,2010,Aug,II|Brazil: Boa Vista-RR|2.82 N 60.67 W|20-Aug-2010
6366,418715766,JQ513331,"Dengue virus 4 strain H772852, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Boa Vista,2010,Jul,II|Brazil: Boa Vista-RR|2.82 N 60.67 W|18-Jul-2010
6367,418715759,JQ513330,"Dengue virus 4 strain H772846, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Boa Vista,2010,Jul,II|Brazil: Boa Vista-RR|2.82 N 60.67 W|17-Jul-2010
6368,408451339,JX470186,"Dengue virus 2 isolate GZ40, complete genome",Complete Genome,Dengue virus 2,NA,10723,China,Guangdong,2010,NA,China: Guangdong|patient serum|2010
6741,335883038,JF730054,"Dengue virus 2 isolate DENV-2/US/BID-V5413/2009, complete genome",Complete Genome,Dengue virus 2,NA,10696,NA,California,2009,NA,USA: California|cell supernatant|2009|passage history: C6/36 3; cohort population: Mouse Adapted
6742,335883036,JF730053,"Dengue virus 2 isolate DENV-2/US/BID-V5411/2006, complete genome",Complete Genome,Dengue virus 2,NA,10476,NA,California,2006,NA,USA: California|cell supernatant|2006|passage history: C6/36 unknown; cohort population: Mouse Adapted
6743,335883028,HQ541799,"Dengue virus 2 isolate DENV-2/US/BID-V4825/2010, complete genome",Complete Genome,Dengue virus 2,NA,10508,NA,California,2010,NA,"USA: California|cell supernatant|2010|passage history: C6/36 6, then 10 rounds of alternating inoculation of mice and passage through C6/36 cells (mouse serum collected and used to inoculate C6/36 cells in each round); cohort population: Mouse Adapted"
6762,400697678,JN559741,"Dengue virus 4 strain H772854, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Boa Vista,2010,Jul,II|Brazil: Boa Vista-RR|2.82 N 60.67 W|21-Jul-2010
6763,400697669,JN559740,"Dengue virus 4 strain H402276, complete genome",Complete Genome,Dengue virus 4,II,10604,Brazil,Boa Vista,1982,Mar,II|Brazil: Boa Vista-RR|2.82 N 60.67 W|26-Mar-1982
7135,388548545,JX079694,"Dengue virus 2 isolate DENV-2/NI/BID-V4637/2005, complete genome",Complete Genome,Dengue virus 2,NA,10478,Nicaragua,Managua,2005,NA,Nicaragua: Managua|serum|2005|cohort population: Hospital
7139,388548537,JX079690,"Dengue virus 2 isolate DENV-2/NI/BID-V3232/2007, complete genome",Complete Genome,Dengue virus 2,NA,10342,Nicaragua,Managua,2007,NA,Nicaragua: Managua|whole blood|2007|cohort population: Hospital
7141,388548533,JX079688,"Dengue virus 2 isolate DENV-2/NI/BID-V3152/2008, complete genome",Complete Genome,Dengue virus 2,NA,10477,Nicaragua,Ciudad Sandino,2008,NA,Nicaragua: Ciudad Sandino|serum|2008|cohort population: Hospital
7144,325421986,JF357907,"Dengue virus 2 isolate DENV-2/NI/BID-V4650/2007, complete genome",Complete Genome,Dengue virus 2,NA,10477,Nicaragua,Managua,2007,NA,Nicaragua: Managua|serum|2007|cohort population: Hospital
7145,325421970,JF357906,"Dengue virus 2 isolate DENV-2/NI/BID-V3227/2008, complete genome",Complete Genome,Dengue virus 2,NA,10783,Nicaragua,Managua,2008,NA,Nicaragua: Managua|serum|2008|cohort population: Hospital
7146,325421942,JF357905,"Dengue virus 2 isolate DENV-2/NI/BID-V2605/2007, complete genome",Complete Genome,Dengue virus 2,NA,10669,Nicaragua,Managua,2007,NA,Nicaragua: Managua|serum|2007|cohort population: Hospital
7148,316983490,HQ733861,"Dengue virus 2 isolate DENV-2/NI/BID-V2599/2006, complete genome",Complete Genome,Dengue virus 2,NA,10731,Nicaragua,Managua,2006,NA,Nicaragua: Managua|serum|2006|cohort population: Hospital
7149,316983448,HQ634199,"Dengue virus 2 isolate DENV-2/NI/BID-V3143/2007, complete genome",Complete Genome,Dengue virus 2,NA,10479,Nicaragua,Managua,2007,NA,Nicaragua: Managua|serum|2007|cohort population: Hospital
7151,316983428,HQ541794,"Dengue virus 2 isolate DENV-2/NI/BID-V4639/2005, complete genome",Complete Genome,Dengue virus 2,NA,10476,Nicaragua,Managua,2005,NA,Nicaragua: Managua|serum|2005|cohort population: Hospital
7152,316983426,HQ541793,"Dengue virus 2 isolate DENV-2/NI/BID-V4636/2005, complete genome",Complete Genome,Dengue virus 2,NA,10485,Nicaragua,Managua,2005,NA,Nicaragua: Managua|serum|2005|cohort population: Hospital
7153,316983424,HQ541792,"Dengue virus 2 isolate DENV-2/NI/BID-V3223/2008, complete genome",Complete Genome,Dengue virus 2,NA,10477,Nicaragua,Managua,2008,NA,Nicaragua: Managua|serum|2008|cohort population: Hospital
7154,316983416,HQ541788,"Dengue virus 2 isolate DENV-2/NI/BID-V3149/2007, complete genome",Complete Genome,Dengue virus 2,NA,10487,Nicaragua,Managua,2007,NA,Nicaragua: Managua|serum|2007|cohort population: Hospital
7155,316983414,HQ541787,"Dengue virus 2 isolate DENV-2/NI/BID-V3136/2007, complete genome",Complete Genome,Dengue virus 2,NA,10498,Nicaragua,Managua,2007,NA,Nicaragua: Managua|serum|2007|cohort population: Hospital
7156,316983412,HQ541786,"Dengue virus 2 isolate DENV-2/NI/BID-V2596/2006, complete genome",Complete Genome,Dengue virus 2,NA,10694,Nicaragua,Managua,2006,NA,Nicaragua: Managua|serum|2006|cohort population: Hospital
7358,392612393,JN368477,"Dengue virus 3, complete genome",Complete Genome,Dengue virus 3,NA,10648,Cambodia,NA,2007,NA,Cambodia|Aedes albopictus C6/36 cell supernatant|2007|indels in UTR have not been validated
7359,392612391,JN368476,"Dengue virus 2, complete genome",Complete Genome,Dengue virus 2,NA,10651,Cambodia,Kampong Cham,2007,NA,Cambodia: Kampong Cham Hospital|Aedes albopictus C6/36 cell supernatant|2007|indels in UTR have not been validated
7360,357282224,JN796245,"Dengue virus 2 isolate DENV-2/US/BID-V5055/2008, complete genome",Complete Genome,Dengue virus 2,NA,10488,USA,California,2008,NA,USA: CA|cell supernatant|2008|mouse-adapted virus; passage history: C6/36 12; cohort population: MPV
7361,356960991,JN819425,"Dengue virus 1 isolate DENV-1/VE/BID-V2423/2004, complete genome",Complete Genome,Dengue virus 1,NA,10485,Venezuela,Caracas,2004,NA,Venezuela: District Federal Caracas|serum|2004|cohort population: CA
7362,356960989,JN819424,"Dengue virus 2 isolate DENV-2/NI/BID-V1761/2006, complete genome",Complete Genome,Dengue virus 2,NA,10679,Nicaragua,Carazo,2006,NA,Nicaragua: Carazo|cell supernatant|2006|passage history: C6/36 1; cohort population: Routine
7363,356960987,JN819423,"Dengue virus 1 isolate DENV-1/KH/BID-V1982/2001, complete genome",Complete Genome,Dengue virus 1,NA,10680,Cambodia,KCH,2001,NA,Cambodia: KCH|cell supernatant|2001|passage history: C6/36 passage number unknown; cohort population: Dengue Surveillance
7364,356960985,JN819422,"Dengue virus 2 isolate DENV-2/MX/BID-V3763/2008, complete genome",Complete Genome,Dengue virus 2,NA,10519,Mexico,Tapachula,2008,NA,Mexico: Tapachula|serum|2008|cohort population: MEX
7365,356960983,JN819421,"Dengue virus 2 isolate DENV-2/NI/BID-V2997/2007, complete genome",Complete Genome,Dengue virus 2,NA,10403,Nicaragua,Managua,2007,NA,Nicaragua: Managua|cell supernatant|2007|passage history: C6/36 1; cohort population: Cluster
7366,356960981,JN819420,"Dengue virus 2 isolate DENV-2/NI/BID-V2639/2007, complete genome",Complete Genome,Dengue virus 2,NA,10487,Nicaragua,Managua,2007,NA,Nicaragua: Managua|cell supernatant|2007|passage history: C6/36 1; cohort population: PDVI NI
7367,356960979,JN819419,"Dengue virus 2 isolate DENV-2/BR/BID-V2377/2000, complete genome",Complete Genome,Dengue virus 2,NA,10601,Brazil,Northern Brazil,2000,NA,Brazil: Northern|cell supernatant|2000|passage history: C6/36 2; cohort population: BR
7368,356960977,JN819418,"Dengue virus 2 isolate DENV-2/VN/BID-V2947/1988, complete genome",Complete Genome,Dengue virus 2,NA,10576,Viet Nam,NA,1988,NA,Viet Nam|cell supernatant|1988|passage history: C6/36 1; cohort population: CDC Reference Collection
7369,356960975,JN819417,"Dengue virus 1 isolate DENV-1/SV/BID-V2938/1993, complete genome",Complete Genome,Dengue virus 1,NA,10676,El Salvador,NA,1993,NA,El Salvador|cell supernatant|1993|passage history: C6/36 1; cohort population: CDC Reference Collection
7370,356960973,JN819416,"Dengue virus 2 isolate DENV-2/NI/BID-V2661/2000, complete genome",Complete Genome,Dengue virus 2,NA,10667,Nicaragua,Managua,2000,NA,Nicaragua: Managua|cell supernatant|2000|passage history: C6/36 1; cohort population: Archive
7371,356960971,JN819415,"Dengue virus 1 isolate DENV-1/VE/BID-V3561/2006, complete genome",Complete Genome,Dengue virus 1,NA,10498,Venezuela,Aragua,2006,NA,Venezuela: Aragua|cell supernatant|2006|passage history: C6/36 1; cohort population: AR
7372,356960969,JN819414,"Dengue virus 1 isolate DENV-1/VE/BID-V2466/2007, complete genome",Complete Genome,Dengue virus 1,NA,10466,Venezuela,Aragua,2007,NA,Venezuela: Aragua|cell supernatant|2007|passage history: C6/36 1; cohort population: AR
7373,356960967,JN819413,"Dengue virus 1 isolate DENV-1/VE/BID-V2265/2006, complete genome",Complete Genome,Dengue virus 1,NA,10527,Venezuela,Aragua,2006,NA,Venezuela: Aragua|cell supernatant|2006|passage history: C6/36 1; cohort population: AR
7374,356960965,JN819412,"Dengue virus 1 isolate DENV-1/VE/BID-V2252/2005, complete genome",Complete Genome,Dengue virus 1,NA,10505,Venezuela,Aragua,2005,NA,Venezuela: Aragua|cell supernatant|2005|passage history: C6/36 1; cohort population: AR
7375,356960963,JN819411,"Dengue virus 1 isolate DENV-1/VE/BID-V2249/2005, complete genome",Complete Genome,Dengue virus 1,NA,10493,Venezuela,Aragua,2005,NA,Venezuela: Aragua|cell supernatant|2005|passage history: C6/36 1; cohort population: AR
7376,356960961,JN819410,"Dengue virus 1 isolate DENV-1/VE/BID-V2241/2005, complete genome",Complete Genome,Dengue virus 1,NA,10486,Venezuela,Aragua,2005,NA,Venezuela: Aragua|cell supernatant|2005|passage history: C6/36 1; cohort population: AR
7377,356960959,JN819409,"Dengue virus 4 isolate DENV-4/VE/BID-V2167/1998, complete genome",Complete Genome,Dengue virus 4,NA,10558,Venezuela,Aragua,1998,NA,Venezuela: Aragua|cell supernatant|1998|passage history: C6/36 1; cohort population: AR
7378,356960957,JN819408,"Dengue virus 2 isolate DENV-2/VE/BID-V2161/2001, complete genome",Complete Genome,Dengue virus 2,NA,10620,Venezuela,Aragua,2001,NA,Venezuela: Aragua|cell supernatant|2001|passage history: C6/36 1; cohort population: AR
7379,356960955,JN819407,"Dengue virus 2 isolate DENV-2/VE/BID-V2613/2007, complete genome",Complete Genome,Dengue virus 2,NA,10651,Venezuela,Merida,2007,NA,Venezuela: Merida|serum|2007|cohort population: ME
7380,356960953,JN819406,"Dengue virus 4 isolate DENV-4/VE/BID-V2607/2006, complete genome",Complete Genome,Dengue virus 4,NA,10357,Venezuela,Merida,2006,NA,Venezuela: Merida|serum|2006|cohort population: ME
7381,356960951,JN819405,"Dengue virus 1 isolate DENV-1/VE/BID-V2606/2006, complete genome",Complete Genome,Dengue virus 1,NA,10467,Venezuela,Merida,2006,NA,Venezuela: Merida|serum|2006|cohort population: ME
7382,356960949,JN819403,"Dengue virus 1 isolate DENV-1/NI/BID-V746/2006, complete genome",Complete Genome,Dengue virus 1,NA,10462,Nicaragua,Managua,2006,NA,Nicaragua: Managua|plasma|2006|cohort population: Hospital
7383,356960947,JN819402,"Dengue virus 1 isolate DENV-1/NI/BID-V534/2005, complete genome",Complete Genome,Dengue virus 1,NA,10695,Nicaragua,Managua,2005,NA,Nicaragua: Managua|cell supernatant|2005|passage history: C6/36 1; cohort population: Hospital
7384,340561477,JN183884,"Dengue virus 3 isolate DENV-3/NI/BID-V4782/2009, complete genome",Complete Genome,Dengue virus 3,NA,10539,Nicaragua,Managua,2009,NA,Nicaragua: Managua|cell supernatant|2009|passage history: C6/36 1; cohort population: PDVI NI
7385,335883050,JN093517,"Dengue virus 3 isolate DENV-3/NI/BID-V4744/2009, complete genome",Complete Genome,Dengue virus 3,NA,10310,Nicaragua,Managua,2009,NA,Nicaragua: Managua|cell supernatant|2009|passage history: C6/36 1; cohort population: Hospital
7386,335883048,JN093516,"Dengue virus 1 isolate DENV-1/VN/BID-V3966/2008, complete genome",Complete Genome,Dengue virus 1,NA,10393,Viet Nam,South Viet Nam,2008,NA,Viet Nam: South|plasma|2008|cohort population: MD
7387,335883046,JN093515,"Dengue virus 3 isolate DENV-3/NI/BID-V5492/2010, complete genome",Complete Genome,Dengue virus 3,NA,10679,Nicaragua,Managua,2010,NA,Nicaragua: Managua|cell supernatant|2010|passage history: C6/36 1; cohort population: PDVI NI
7388,335883044,JN093514,"Dengue virus 3 isolate DENV-3/NI/BID-V4754/2009, complete genome",Complete Genome,Dengue virus 3,NA,10580,Nicaragua,Managua,2009,NA,Nicaragua: Managua|cell supernatant|2009|passage history: C6/36 1; cohort population: PDVI NI
7389,335883042,JN093513,"Dengue virus 3 isolate DENV-3/NI/BID-V5488/2010, complete genome",Complete Genome,Dengue virus 3,NA,10690,Nicaragua,Managua,2010,NA,Nicaragua: Managua|cell supernatant|2010|passage history: C6/36 1; cohort population: PDVI NI
7390,335883040,JF730055,"Dengue virus 2 isolate DENV-2/US/BID-V5414/2009, complete genome",Complete Genome,Dengue virus 2,NA,10659,NA,California,2009,NA,USA: California|cell supernatant|2009|passage history: C6/36 2; cohort population: Mouse Adapted
7391,335883034,JF730050,"Dengue virus 2 isolate DENV-2/US/BID-V5412/2007, complete genome",Complete Genome,Dengue virus 2,NA,10484,NA,California,2007,NA,USA: California|cell supernatant|2007|passage history: C6/36 1; cohort population: Mouse Adapted
7392,335883032,HQ891024,"Dengue virus 2 isolate DENV-2/TW/BID-V5056/2008, complete genome",Complete Genome,Dengue virus 2,NA,10615,Taiwan,NA,2008,NA,Taiwan|cell supernatant|2008|passage history: C6/36 22; cohort population: MPV
7393,335883030,HQ891023,"Dengue virus 2 isolate DENV-2/TW/BID-V5054/2008, complete genome",Complete Genome,Dengue virus 2,NA,10497,Taiwan,NA,2008,NA,Taiwan|cell supernatant|2008|passage history: C6/36 passage number unknown; cohort population: MPV
7394,335883026,HQ541798,"Dengue virus 2 isolate DENV-2/US/BID-V4824/2009, complete genome",Complete Genome,Dengue virus 2,NA,10507,NA,California,2009,NA,USA: California|cell supernatant|2009|passage history: C6/36 6; cohort population: Mouse Adapted
7395,333499259,JN000938,"Dengue virus 3 isolate DENV-3/NI/BID-V5491/2010, complete genome",Complete Genome,Dengue virus 3,NA,10685,Nicaragua,Managua,2010,NA,Nicaragua: Managua|cell supernatant|2010|passage history: C6/36 1; cohort population: PDVI NI
7396,333499257,JN000937,"Dengue virus 3 isolate DENV-3/NI/BID-V5684/2010, complete genome",Complete Genome,Dengue virus 3,NA,10398,Nicaragua,Managua,2010,NA,Nicaragua: Managua|cell supernatant|2010|passage history: C6/36 1; cohort population: Hospital
7397,333499253,JN000936,"Dengue virus 3 isolate DENV-3/NI/BID-V4739/2009, complete genome",Complete Genome,Dengue virus 3,NA,10537,Nicaragua,Managua,2009,NA,Nicaragua: Managua|cell supernatant|2009|passage history: C6/36 1; cohort population: Hospital
7398,333499197,JN000935,"Dengue virus 1 isolate DENV-1/VN/BID-V3950/2008, complete genome",Complete Genome,Dengue virus 1,NA,10460,Viet Nam,South Viet Nam,2008,NA,Viet Nam: South|plasma|2008|cohort population: MD
7399,332978839,JF937644,"Dengue virus 1 isolate DENV-1/NI/BID-V5067/2009, complete genome",Complete Genome,Dengue virus 1,NA,10443,Nicaragua,Managua,2009,NA,Nicaragua: Managua|cell supernatant|2009|passage history: C6/36 1; cohort population: PDVI NI
7400,332961549,JF937652,"Dengue virus 3 isolate DENV-3/NI/BID-V5443/2009, complete genome",Complete Genome,Dengue virus 3,NA,10477,Nicaragua,Boaco,2009,NA,Nicaragua: Boaco|cell supernatant|2009|passage history: C6/36 1; cohort population: Routine
7401,332961547,JF937651,"Dengue virus 1 isolate DENV-1/KH/BID-V4264/2008, complete genome",Complete Genome,Dengue virus 1,NA,10727,Cambodia,KCH,2008,NA,Cambodia: KCH|cell supernatant|2008|passage history: C6/36 passage number unknown; cohort population: PDVI IPC
7402,332961545,JF937650,"Dengue virus 1 isolate DENV-1/VN/BID-V1934/2008, complete genome",Complete Genome,Dengue virus 1,NA,10454,Viet Nam,South Viet Nam,2008,NA,Viet Nam: South|plasma|2008|cohort population: FR
7403,332961543,JF937649,"Dengue virus 1 isolate DENV-1/VN/BID-V1865/2007, complete genome",Complete Genome,Dengue virus 1,NA,10443,Viet Nam,South Viet Nam,2007,NA,Viet Nam: South|plasma|2007|cohort population: FR
7404,332961541,JF937648,"Dengue virus 3 isolate DENV-3/NI/BID-V5507/2010, complete genome",Complete Genome,Dengue virus 3,NA,10680,Nicaragua,Managua,2010,NA,Nicaragua: Managua|cell supernatant|2010|passage history: C6/36 1; cohort population: PDVI NI
7405,332961539,JF937647,"Dengue virus 3 isolate DENV-3/NI/BID-V5495/2009, complete genome",Complete Genome,Dengue virus 3,NA,10682,Nicaragua,Managua,2009,NA,Nicaragua: Managua|cell supernatant|2009|passage history: C6/36 1; cohort population: PDVI NI
7406,332961537,JF937646,"Dengue virus 3 isolate DENV-3/NI/BID-V5494/2010, complete genome",Complete Genome,Dengue virus 3,NA,10681,Nicaragua,Managua,2010,NA,Nicaragua: Managua|cell supernatant|2010|passage history: C6/36 1; cohort population: PDVI NI
7407,332961535,JF937645,"Dengue virus 1 isolate DENV-1/NI/BID-V5071/2009, complete genome",Complete Genome,Dengue virus 1,NA,10443,Nicaragua,Managua,2009,NA,Nicaragua: Managua|cell supernatant|2009|passage history: C6/36 3; cohort population: PDVI NI
7408,332961533,JF937643,"Dengue virus 3 isolate DENV-3/NI/BID-V4755/2009, complete genome",Complete Genome,Dengue virus 3,NA,10538,Nicaragua,Managua,2009,NA,Nicaragua: Managua|cell supernatant|2009|passage history: C6/36 1; cohort population: PDVI NI
7409,332959531,JF937642,"Dengue virus 3 isolate DENV-3/NI/BID-V5464/2009, complete genome",Complete Genome,Dengue virus 3,NA,10681,Nicaragua,Leon,2009,NA,Nicaragua: Leon|cell supernatant|2009|passage history: C6/36 1; cohort population: Routine
7410,332959529,JF937641,"Dengue virus 3 isolate DENV-3/NI/BID-V5455/2009, complete genome",Complete Genome,Dengue virus 3,NA,10681,Nicaragua,Leon,2009,NA,Nicaragua: Leon|cell supernatant|2009|passage history: C6/36 1; cohort population: Routine
7411,332959527,JF937640,"Dengue virus 3 isolate DENV-3/NI/BID-V5681/2010, complete genome",Complete Genome,Dengue virus 3,NA,10678,Nicaragua,Managua,2010,NA,Nicaragua: Managua|cell supernatant|2010|passage history: C6/36 1; cohort population: Hospital
7412,332959525,JF937639,"Dengue virus 3 isolate DENV-3/NI/BID-V5680/2010, complete genome",Complete Genome,Dengue virus 3,NA,10644,Nicaragua,Managua,2010,NA,Nicaragua: Managua|cell supernatant|2010|passage history: C6/36 1; cohort population: Hospital
7413,332959523,JF937638,"Dengue virus 3 isolate DENV-3/NI/BID-V5517/2010, complete genome",Complete Genome,Dengue virus 3,NA,10681,Nicaragua,Managua,2010,NA,Nicaragua: Managua|cell supernatant|2010|passage history: C6/36 1; cohort population: Hospital
7414,332959521,JF937637,"Dengue virus 3 isolate DENV-3/NI/BID-V5516/2010, complete genome",Complete Genome,Dengue virus 3,NA,10689,Nicaragua,Managua,2010,NA,Nicaragua: Managua|cell supernatant|2010|passage history: C6/36 1; cohort population: Hospital
7415,332959519,JF937636,"Dengue virus 3 isolate DENV-3/NI/BID-V5506/2009, complete genome",Complete Genome,Dengue virus 3,NA,10670,Nicaragua,Managua,2009,NA,Nicaragua: Managua|cell supernatant|2009|passage history: C6/36 1; cohort population: Hospital
7416,332959517,JF937635,"Dengue virus 1 isolate DENV-1/NI/BID-V5504/2009, complete genome",Complete Genome,Dengue virus 1,NA,10465,Nicaragua,Managua,2009,NA,Nicaragua: Managua|cell supernatant|2009|passage history: C6/36 1; cohort population: Hospital
